Ticker,Ticker + Name,Name
BAX,BAX | Baxter International Inc. Common Stock,Baxter International Inc. Common Stock
DIDI,DIDI | DiDi Global Inc. American Depositary Shares (each four representing one Class A Ordinary Share),DiDi Global Inc. American Depositary Shares (each four representing one Class A Ordinary Share)
U,U | Unity Software Inc. Common Stock,Unity Software Inc. Common Stock
OKTA,OKTA | Okta Inc. Class A Common Stock,Okta Inc. Class A Common Stock
MFC,MFC | Manulife Financial Corporation Common Stock,Manulife Financial Corporation Common Stock
LCID,LCID | Lucid Group Inc. Common Stock,Lucid Group Inc. Common Stock
TRV,TRV | The Travelers Companies Inc. Common Stock,The Travelers Companies Inc. Common Stock
DFS,DFS | Discover Financial Services Common Stock,Discover Financial Services Common Stock
ROST,ROST | Ross Stores Inc. Common Stock,Ross Stores Inc. Common Stock
STM,STM | STMicroelectronics N.V. Common Stock,STMicroelectronics N.V. Common Stock
KKR,KKR | KKR & Co. Inc. Common Stock,KKR & Co. Inc. Common Stock
EA,EA | Electronic Arts Inc. Common Stock,Electronic Arts Inc. Common Stock
PH,PH | Parker-Hannifin Corporation Common Stock,Parker-Hannifin Corporation Common Stock
ALC,ALC | Alcon Inc. Ordinary Shares,Alcon Inc. Ordinary Shares
CNC,CNC | Centene Corporation Common Stock,Centene Corporation Common Stock
PPG,PPG | PPG Industries Inc. Common Stock,PPG Industries Inc. Common Stock
BBD,BBD | Banco Bradesco Sa American Depositary Shares,Banco Bradesco Sa American Depositary Shares
DD,DD | DuPont de Nemours Inc. Common Stock,DuPont de Nemours Inc. Common Stock
GIS,GIS | General Mills Inc. Common Stock,General Mills Inc. Common Stock
IFF,IFF | International Flavors & Fragrances Inc. Common Stock,International Flavors & Fragrances Inc. Common Stock
TTD,TTD | The Trade Desk Inc. Class A Common Stock,The Trade Desk Inc. Class A Common Stock
ALL,ALL | Allstate Corporation (The) Common Stock,Allstate Corporation (The) Common Stock
AFL,AFL | AFLAC Incorporated Common Stock,AFLAC Incorporated Common Stock
RMD,RMD | ResMed Inc. Common Stock,ResMed Inc. Common Stock
FRC,FRC | FIRST REPUBLIC BANK Common Stock,FIRST REPUBLIC BANK Common Stock
HUBS,HUBS | HubSpot Inc. Common Stock,HubSpot Inc. Common Stock
CSGP,CSGP | CoStar Group Inc. Common Stock,CoStar Group Inc. Common Stock
YUM,YUM | Yum! Brands Inc.,Yum! Brands Inc.
HSY,HSY | The Hershey Company Common Stock,The Hershey Company Common Stock
NWG,NWG | NatWest Group plc American Depositary Shares,NatWest Group plc American Depositary Shares
CRH,CRH | CRH PLC American Depositary Shares,CRH PLC American Depositary Shares
AZO,AZO | AutoZone Inc. Common Stock,AutoZone Inc. Common Stock
XPEV,XPEV | XPeng Inc. American depositary shares each representing two Class A ordinary shares,XPeng Inc. American depositary shares each representing two Class A ordinary shares
ROK,ROK | Rockwell Automation Inc. Common Stock,Rockwell Automation Inc. Common Stock
WMB,WMB | Williams Companies Inc. (The) Common Stock,Williams Companies Inc. (The) Common Stock
OTIS,OTIS | Otis Worldwide Corporation Common Stock ,Otis Worldwide Corporation Common Stock 
SBAC,SBAC | SBA Communications Corporation Class A Common Stock,SBA Communications Corporation Class A Common Stock
ADM,ADM | Archer-Daniels-Midland Company Common Stock,Archer-Daniels-Midland Company Common Stock
PSX,PSX | Phillips 66 Common Stock,Phillips 66 Common Stock
WELL,WELL | Welltower Inc. Common Stock,Welltower Inc. Common Stock
XEL,XEL | Xcel Energy Inc. Common Stock,Xcel Energy Inc. Common Stock
TDG,TDG | Transdigm Group Incorporated Common Stock,Transdigm Group Incorporated Common Stock
HOOD,HOOD | Robinhood Markets Inc. Class A Common Stock,Robinhood Markets Inc. Class A Common Stock
EPAM,EPAM | EPAM Systems Inc. Common Stock,EPAM Systems Inc. Common Stock
SU,SU | Suncor Energy  Inc. Common Stock,Suncor Energy  Inc. Common Stock
MFG,MFG | Mizuho Financial Group Inc. Sponosred ADR (Japan),Mizuho Financial Group Inc. Sponosred ADR (Japan)
CPRT,CPRT | Copart Inc. (DE) Common Stock,Copart Inc. (DE) Common Stock
CMI,CMI | Cummins Inc. Common Stock,Cummins Inc. Common Stock
APP,APP | Applovin Corporation Class A Common Stock,Applovin Corporation Class A Common Stock
CBRE,CBRE | CBRE Group Inc Common Stock Class A,CBRE Group Inc Common Stock Class A
GOLD,GOLD | Barrick Gold Corporation Common Stock (BC),Barrick Gold Corporation Common Stock (BC)
VRSK,VRSK | Verisk Analytics Inc. Common Stock,Verisk Analytics Inc. Common Stock
PINS,PINS | Pinterest Inc. Class A Common Stock,Pinterest Inc. Class A Common Stock
NDAQ,NDAQ | Nasdaq Inc. Common Stock,Nasdaq Inc. Common Stock
STT,STT | State Street Corporation Common Stock,State Street Corporation Common Stock
WCN,WCN | Waste Connections Inc. Common Shares,Waste Connections Inc. Common Shares
AJG,AJG | Arthur J. Gallagher & Co. Common Stock,Arthur J. Gallagher & Co. Common Stock
BGNE,BGNE | BeiGene Ltd. American Depositary Shares,BeiGene Ltd. American Depositary Shares
NOK,NOK | Nokia Corporation Sponsored American Depositary Shares,Nokia Corporation Sponsored American Depositary Shares
LYB,LYB | LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)
MPWR,MPWR | Monolithic Power Systems Inc. Common Stock,Monolithic Power Systems Inc. Common Stock
BBDO,BBDO | Banco Bradesco Sa American Depositary Shares (each representing one Common Share),Banco Bradesco Sa American Depositary Shares (each representing one Common Share)
AMP,AMP | Ameriprise Financial Inc. Common Stock,Ameriprise Financial Inc. Common Stock
MTD,MTD | Mettler-Toledo International Inc. Common Stock,Mettler-Toledo International Inc. Common Stock
SLF,SLF | Sun Life Financial Inc. Common Stock,Sun Life Financial Inc. Common Stock
HPQ,HPQ | HP Inc. Common Stock,HP Inc. Common Stock
MDB,MDB | MongoDB Inc. Class A Common Stock,MongoDB Inc. Class A Common Stock
GLW,GLW | Corning Incorporated Common Stock,Corning Incorporated Common Stock
FERG,FERG | Ferguson plc Ordinary Shares,Ferguson plc Ordinary Shares
EC,EC | Ecopetrol S.A. American Depositary Shares,Ecopetrol S.A. American Depositary Shares
AVB,AVB | AvalonBay Communities Inc. Common Stock,AvalonBay Communities Inc. Common Stock
EFX,EFX | Equifax Inc. Common Stock,Equifax Inc. Common Stock
VLO,VLO | Valero Energy Corporation Common Stock,Valero Energy Corporation Common Stock
FAST,FAST | Fastenal Company Common Stock,Fastenal Company Common Stock
CTVA,CTVA | Corteva Inc. Common Stock ,Corteva Inc. Common Stock 
WLTW,WLTW | Willis Towers Watson Public Limited Company Ordinary Shares,Willis Towers Watson Public Limited Company Ordinary Shares
MPLX,MPLX | MPLX LP Common Units Representing Limited Partner Interests,MPLX LP Common Units Representing Limited Partner Interests
EQR,EQR | Equity Residential Common Shares of Beneficial Interest,Equity Residential Common Shares of Beneficial Interest
LI,LI | Li Auto Inc. American Depositary Shares,Li Auto Inc. American Depositary Shares
MCK,MCK | McKesson Corporation Common Stock,McKesson Corporation Common Stock
SGEN,SGEN | Seagen Inc. Common Stock,Seagen Inc. Common Stock
PEG,PEG | Public Service Enterprise Group Incorporated Common Stock,Public Service Enterprise Group Incorporated Common Stock
MT,MT | Arcelor Mittal NY Registry Shares NEW,Arcelor Mittal NY Registry Shares NEW
ANSS,ANSS | ANSYS Inc. Common Stock,ANSYS Inc. Common Stock
DHI,DHI | D.R. Horton Inc. Common Stock,D.R. Horton Inc. Common Stock
PAYC,PAYC | Paycom Software Inc. Common Stock,Paycom Software Inc. Common Stock
AWK,AWK | American Water Works Company Inc. Common Stock,American Water Works Company Inc. Common Stock
KEYS,KEYS | Keysight Technologies Inc. Common Stock,Keysight Technologies Inc. Common Stock
CHT,CHT | Chunghwa Telecom Co. Ltd.,Chunghwa Telecom Co. Ltd.
TU,TU | Telus Corporation Ordinary Shares,Telus Corporation Ordinary Shares
ARE,ARE | Alexandria Real Estate Equities Inc. Common Stock,Alexandria Real Estate Equities Inc. Common Stock
LVS,LVS | Las Vegas Sands Corp. Common Stock,Las Vegas Sands Corp. Common Stock
ZBH,ZBH | Zimmer Biomet Holdings Inc. Common Stock,Zimmer Biomet Holdings Inc. Common Stock
LBRDK,LBRDK | Liberty Broadband Corporation Class C Common Stock,Liberty Broadband Corporation Class C Common Stock
UPST,UPST | Upstart Holdings Inc. Common stock,Upstart Holdings Inc. Common stock
PCAR,PCAR | PACCAR Inc. Common Stock,PACCAR Inc. Common Stock
BILL,BILL | Bill.com Holdings Inc. Common Stock,Bill.com Holdings Inc. Common Stock
FMX,FMX | Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Fomento Economico Mexicano S.A.B. de C.V. Common Stock
LEN,LEN | Lennar Corporation Class A Common Stock,Lennar Corporation Class A Common Stock
FITB,FITB | Fifth Third Bancorp Common Stock,Fifth Third Bancorp Common Stock
LBRDA,LBRDA | Liberty Broadband Corporation Class A Common Stock,Liberty Broadband Corporation Class A Common Stock
GRMN,GRMN | Garmin Ltd. Common Stock (Switzerland),Garmin Ltd. Common Stock (Switzerland)
WST,WST | West Pharmaceutical Services Inc. Common Stock,West Pharmaceutical Services Inc. Common Stock
ANET,ANET | Arista Networks Inc. Common Stock,Arista Networks Inc. Common Stock
NUE,NUE | Nucor Corporation Common Stock,Nucor Corporation Common Stock
BLL,BLL | Ball Corporation Common Stock,Ball Corporation Common Stock
LUV,LUV | Southwest Airlines Company Common Stock,Southwest Airlines Company Common Stock
ES,ES | Eversource Energy (D/B/A) Common Stock,Eversource Energy (D/B/A) Common Stock
AME,AME | AMETEK Inc.,AMETEK Inc.
SWK,SWK | Stanley Black & Decker Inc. Common Stock,Stanley Black & Decker Inc. Common Stock
OXY,OXY | Occidental Petroleum Corporation Common Stock,Occidental Petroleum Corporation Common Stock
ORAN,ORAN | Orange,Orange
TSN,TSN | Tyson Foods Inc. Common Stock,Tyson Foods Inc. Common Stock
GMAB,GMAB | Genmab A/S ADS,Genmab A/S ADS
OKE,OKE | ONEOK Inc. Common Stock,ONEOK Inc. Common Stock
VFC,VFC | V.F. Corporation Common Stock,V.F. Corporation Common Stock
KR,KR | Kroger Company (The) Common Stock,Kroger Company (The) Common Stock
SYF,SYF | Synchrony Financial Common Stock,Synchrony Financial Common Stock
GNRC,GNRC | Generac Holdlings Inc. Common Stock,Generac Holdlings Inc. Common Stock
WEC,WEC | WEC Energy Group Inc. Common Stock,WEC Energy Group Inc. Common Stock
TOST,TOST | Toast Inc. Class A Common Stock,Toast Inc. Class A Common Stock
LNG,LNG | Cheniere Energy Inc. Common Stock,Cheniere Energy Inc. Common Stock
ETSY,ETSY | Etsy Inc. Common Stock,Etsy Inc. Common Stock
BBY,BBY | Best Buy Co. Inc. Common Stock,Best Buy Co. Inc. Common Stock
WY,WY | Weyerhaeuser Company Common Stock,Weyerhaeuser Company Common Stock
HES,HES | Hess Corporation Common Stock,Hess Corporation Common Stock
CCL,CCL | Carnival Corporation Common Stock,Carnival Corporation Common Stock
ZBRA,ZBRA | Zebra Technologies Corporation Class A Common Stock,Zebra Technologies Corporation Class A Common Stock
DB,DB | Deutsche Bank AG Common Stock,Deutsche Bank AG Common Stock
DVN,DVN | Devon Energy Corporation Common Stock,Devon Energy Corporation Common Stock
O,O | Realty Income Corporation Common Stock,Realty Income Corporation Common Stock
ET,ET | Energy Transfer LP Common Units ,Energy Transfer LP Common Units 
VIACA,VIACA | ViacomCBS Inc. Class A Common Stock,ViacomCBS Inc. Class A Common Stock
FNV,FNV | Franco-Nevada Corporation,Franco-Nevada Corporation
KSU,KSU | Kansas City Southern Common Stock,Kansas City Southern Common Stock
BILI,BILI | Bilibili Inc. American Depositary Shares,Bilibili Inc. American Depositary Shares
ALB,ALB | Albemarle Corporation Common Stock,Albemarle Corporation Common Stock
TLK,TLK | PT Telekomunikasi Indonesia Tbk,PT Telekomunikasi Indonesia Tbk
YNDX,YNDX | Yandex N.V. Class A Ordinary Shares,Yandex N.V. Class A Ordinary Shares
SPLK,SPLK | Splunk Inc. Common Stock,Splunk Inc. Common Stock
RYAAY,RYAAY | Ryanair Holdings plc American Depositary Shares,Ryanair Holdings plc American Depositary Shares
CHWY,CHWY | Chewy Inc. Class A Common Stock,Chewy Inc. Class A Common Stock
SWKS,SWKS | Skyworks Solutions Inc. Common Stock,Skyworks Solutions Inc. Common Stock
ZI,ZI | ZoomInfo Technologies Inc. Class A Common Stock,ZoomInfo Technologies Inc. Class A Common Stock
ED,ED | Consolidated Edison Inc. Common Stock,Consolidated Edison Inc. Common Stock
DAL,DAL | Delta Air Lines Inc. Common Stock,Delta Air Lines Inc. Common Stock
BEKE,BEKE | KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares)
LH,LH | Laboratory Corporation of America Holdings Common Stock,Laboratory Corporation of America Holdings Common Stock
TTM,TTM | Tata Motors Ltd Tata Motors Limited,Tata Motors Ltd Tata Motors Limited
FTV,FTV | Fortive Corporation Common Stock ,Fortive Corporation Common Stock 
IT,IT | Gartner Inc. Common Stock,Gartner Inc. Common Stock
EXPE,EXPE | Expedia Group Inc. Common Stock,Expedia Group Inc. Common Stock
MGA,MGA | Magna International Inc. Common Stock,Magna International Inc. Common Stock
ZTO,ZTO | ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.
PATH,PATH | UiPath Inc. Class A Common Stock,UiPath Inc. Class A Common Stock
CAJ,CAJ | Canon Inc. American Depositary Shares,Canon Inc. American Depositary Shares
YUMC,YUMC | Yum China Holdings Inc. Common Stock,Yum China Holdings Inc. Common Stock
UMC,UMC | United Microelectronics Corporation (NEW) Common Stock,United Microelectronics Corporation (NEW) Common Stock
PTON,PTON | Peloton Interactive Inc. Class A Common Stock,Peloton Interactive Inc. Class A Common Stock
CUK,CUK | Carnival Plc ADS ADS,Carnival Plc ADS ADS
CS,CS | Credit Suisse Group American Depositary Shares,Credit Suisse Group American Depositary Shares
HZNP,HZNP | Horizon Therapeutics Public Limited Company Ordinary Shares,Horizon Therapeutics Public Limited Company Ordinary Shares
URI,URI | United Rentals Inc. Common Stock,United Rentals Inc. Common Stock
NTRS,NTRS | Northern Trust Corporation Common Stock,Northern Trust Corporation Common Stock
VIAC,VIAC | ViacomCBS Inc. Class B Common Stock,ViacomCBS Inc. Class B Common Stock
CCEP,CCEP | Coca-Cola Europacific Partners plc Ordinary Shares,Coca-Cola Europacific Partners plc Ordinary Shares
TEF,TEF | Telefonica SA Common Stock,Telefonica SA Common Stock
HIG,HIG | Hartford Financial Services Group Inc. (The) Common Stock,Hartford Financial Services Group Inc. (The) Common Stock
W,W | Wayfair Inc. Class A Common Stock,Wayfair Inc. Class A Common Stock
ABC,ABC | AmerisourceBergen Corporation Common Stock,AmerisourceBergen Corporation Common Stock
ALNY,ALNY | Alnylam Pharmaceuticals Inc. Common Stock,Alnylam Pharmaceuticals Inc. Common Stock
RCI,RCI | Rogers Communication Inc. Common Stock,Rogers Communication Inc. Common Stock
EXR,EXR | Extra Space Storage Inc Common Stock,Extra Space Storage Inc Common Stock
CDW,CDW | CDW Corporation Common Stock,CDW Corporation Common Stock
IMO,IMO | Imperial Oil Limited Common Stock,Imperial Oil Limited Common Stock
SIRI,SIRI | Sirius XM Holdings Inc. Common Stock,Sirius XM Holdings Inc. Common Stock
CVNA,CVNA | Carvana Co. Class A Common Stock,Carvana Co. Class A Common Stock
WMG,WMG | Warner Music Group Corp. Class A Common Stock,Warner Music Group Corp. Class A Common Stock
Z,Z | Zillow Group Inc. Class C Capital Stock,Zillow Group Inc. Class C Capital Stock
VRSN,VRSN | VeriSign Inc. Common Stock,VeriSign Inc. Common Stock
XM,XM | Qualtrics International Inc. Class A Common Stock,Qualtrics International Inc. Class A Common Stock
ZG,ZG | Zillow Group Inc. Class A Common Stock,Zillow Group Inc. Class A Common Stock
INVH,INVH | Invitation Homes Inc. Common Stock,Invitation Homes Inc. Common Stock
FOXA,FOXA | Fox Corporation Class A Common Stock,Fox Corporation Class A Common Stock
HBAN,HBAN | Huntington Bancshares Incorporated Common Stock,Huntington Bancshares Incorporated Common Stock
DOV,DOV | Dover Corporation Common Stock,Dover Corporation Common Stock
CZR,CZR | Caesars Entertainment Inc. Common Stock,Caesars Entertainment Inc. Common Stock
CVE,CVE | Cenovus Energy Inc Common Stock,Cenovus Energy Inc Common Stock
VMC,VMC | Vulcan Materials Company (Holding Company) Common Stock,Vulcan Materials Company (Holding Company) Common Stock
IX,IX | Orix Corp Ads Common Stock,Orix Corp Ads Common Stock
AVTR,AVTR | Avantor Inc. Common Stock,Avantor Inc. Common Stock
DNA,DNA | Ginkgo Bioworks Holdings Inc. Class A Common Stock,Ginkgo Bioworks Holdings Inc. Class A Common Stock
ENPH,ENPH | Enphase Energy Inc. Common Stock,Enphase Energy Inc. Common Stock
